学校,官网,招生网
长春工程学院,http://www.ccit.edu.cn,http://zsb.ccit.edu.cn/2010/index.asp
西北民族大学,http://www.xbmu.edu.cn/,http://www.xbmu.edu.cn/
湖北经济学院,http://www.hbue.edu.cn,http://zsjy.hbue.edu.cn/zsjy/zs/index.asp
香港大学,http://www.hku.hk/,http://www.hku.hk/c_index.html
广西科技大学,http://www.gxut.edu.cn,http://hd2002825.ourhost.cn/
湖南工程学院,http://www.hnie.edu.cn,http://zsjy.hnie.edu.cn/zsw/
西安文理学院,http://www.xawl.org/,http://zsjyc.xawl.org/web/index_zjc.asp
台州学院,http://www.tzc.edu.cn,http://www.zsjy.tzc.edu.cn/
山东大学威海分校,http://www.wh.sdu.edu.cn,http://bkzsw.wh.sdu.edu.cn/
广东医科大学,http://www.gdmc.edu.cn,
长沙学院,http://www.ccsu.cn,http://zsjy.ccsu.cn/structure/zs/index
陕西理工大学,http://www.snut.edu.cn/,
中央音乐学院,http://www.ccom.edu.cn,http://zhaoban.ccom.edu.cn/
云南师范大学,http://www.ynnu.edu.cn/,http://www.ynnu.edu.cn/columnnewslist/1004000210.h
山西医科大学,http://www.sxmu.edu.cn,http://www.sxmu.edu.cn/bks/index.php
宁波诺丁汉大学,http://www.nottingham.edu.cn,http://www.nottingham.edu.cn/cn/admissions/index.a
哈尔滨师范大学,http://www.hrbnu.edu.cn,http://news.hrbnu.edu.cn/news/ZSXX/ZSXX.html
齐鲁工业大学,http://www.spu.edu.cn,http://zsb.qlu.edu.cn/
南京林业大学,http://www.njfu.edu.cn,http://zs.njfu.edu.cn/
仰恩大学,http://www.yeu.edu.cn,http://zsb.yeu.edu.cn/
中国矿业大学(北京),http://www.cumtb.edu.cn,http://jwc.cumtb.edu.cn/zhaoban.jsp
吉林师范大学,http://www.jlnu.edu.cn,http://zsb.jlnu.edu.cn/
吉林农业大学,http://www.jlau.edu.cn,http://202.198.0.22/zs/index_zs.asp
河南农业大学,http://www.henau.edu.cn,http://zsjyc.henau.edu.cn/zhaosheng/
海南师范大学,http://www.hainnu.edu.cn,http://www1.hainnu.edu.cn/zhaosheng/
河北科技大学,http://www.hebust.edu.cn,http://zsjyc.depart.hebust.edu.cn/zs/
集美大学诚毅学院,http://chengyi.jmu.edu.cn/,http://chengyi.jmu.edu.cn/s/206/t/1129/p/1/c/4741/
闽南师范大学,http://www.fjzs.edu.cn,http://zsb.mnnu.edu.cn/
九江学院,http://www.jju.edu.cn,http://zjc.jju.edu.cn/
沈阳医学院,http://www.symc.edu.cn,http://125.222.108.250/student/
长沙医学院,http://www.csmu.edu.cn,http://www.csmu.edu.cn/recruit/index.asp
吉林建筑大学,http://www.jliae.edu.cn,http://219.217.90.113/zj/index.asp
天津城建大学,http://www.tjuci.edu.cn,http://www.tjuci.edu.cn/copy_1_zwcontent.jsp?urlty
北方工业大学,http://www.ncut.edu.cn,http://zsb.ncut.edu.cn/zsweb/
上海应用技术大学,http://www.sit.edu.cn,
内蒙古师范大学,http://www.imnu.edu.cn,http://unix.imnu.edu.cn/info/index.php
中国刑事警察学院,http://www.ccpc.edu.cn,http://zs.npuc.edu.cn/
长春师范大学,http://www.cncnc.edu.cn,http://zhaosheng.cncnc.org/
北京建筑大学,http://www.bucea.edu.cn,http://www.bucea.edu.cn/zsjy/bkszs/index.htm
昆明医科大学,http://www.kmmu.edu.cn/,http://www.kmmc.cn/kmmc/DisplayPages/ContentList_7
石河子大学,http://www.shzu.edu.cn/,http://zjc.shzu.edu.cn/zbindex.asp
安徽医科大学,http://www.ahmu.edu.cn,http://www.ahmu.edu.cn/s/1/t/3/p/1/c/19/list.htm
江西农业大学,http://www.jxau.edu.cn,http://zs.jxau.edu.cn/
长春中医药大学,http://www.ccucm.edu.cn/,http://zjc.ccucm.edu.cn/
衡水学院,http://www.hsnc.edu.cn,http://jx.hsnc.edu.cn/hsnc-zhaosheng/index.php
北京物资学院,http://www.bwu.edu.cn,http://iis.bwu.edu.cn/zs/
河北师范大学,http://www.hebtu.edu.cn,http://zsjy.hebtu.edu.cn/zsw/
东莞理工学院,http://www.dgut.edu.cn,http://219.222.191.152:8080/recruit/servlet/menuMa
山西大学,http://www.sxu.edu.cn,http://bkzs.sxu.edu.cn/
浙江大学城市学院,http://zs.zucc.edu.cn,http://zs.zucc.edu.cn/
上海中医药大学,http://www.shutcm.com,http://www.shutcm.com/shutcm/zhaoshengban/
兰州财经大学,http://www.lzcc.edu.cn/,
上海海洋大学,http://www.shfu.edu.cn,http://zsjy.shou.edu.cn
苏州科技大学,http://web.usts.edu.cn,
江苏师范大学,http://www.xznu.edu.cn,http://bkzs.jsnu.edu.cn/
电子科技大学成都学院,http://www.cduestc.cn,http://zs.cduestc.cn/
空军工程大学,http://www.afeu.cn/,
广西师范学院,http://www.gxtc.edu.cn,http://www2.gxtc.edu.cn/zsxxw/
北京电子科技学院,http://www.besti.edu.cn,http://www.besti.edu.cn/subject.php?sid=7&ssid
河南师范大学,http://www.henannu.edu.cn,http://www.htu.cn/zs/
上海交通大学医学院,http://www.shsmu.edu.cn,http://ygzs.shsmu.edu.cn/
哈尔滨工业大学(威海),http://www.hitwh.edu.cn,
上海海关学院,http://shanghai_edu.customs.gov.cn,http://222.66.142.103/yanjiusheng/index.asp
华中农业大学,http://www.hzau.edu.cn,http://zs.hzau.edu.cn/
重庆三峡学院,http://www.sanxiau.net,http://zsb.sanxiau.edu.cn:8098/default.html
安徽工业大学,http://www.ahut.edu.cn,http://zs.ahut.edu.cn/
内蒙古农业大学,http://www.imau.edu.cn,http://zhaosheng.imau.edu.cn/
潍坊学院,http://www.wfu.edu.cn,http://zsb.wfu.edu.cn/default.html
湖南科技学院,http://www.huse.cn/,http://zs.huse.cn/
北京理工大学珠海学院,http://www.zhbit.com/,http://www.zhbit.com/zhaos_jy/zs_jy.html
武汉轻工大学,http://www.whpu.edu.cn,http://zsb.whpu.edu.cn/
中国民用航空飞行学院,http://www.cafuc.edu.cn,http://zsc.cafuc.edu.cn/
潍坊医学院,http://www.wfmc.edu.cn,http://zs.wfmc.edu.cn/
西南财经大学天府学院,http://www.tf-swufe.net,http://zs.tfswufe.edu.cn/
武昌首义学院,http://www.hustwb.edu.cn,http://zsb.hustwb.edu.cn/
锦州医科大学,http://www.jzmu.edu.cn,
五邑大学,http://www.wyu.edu.cn,http://zsb.wyu.edu.cn:81/
广西中医药大学,http://www.gxtcmu.edu.cn/,http://www.gxtcmu.edu.cn/zsjy.html
北京第二外国语学院,http://www.bisu.edu.cn,http://zs.bisu.edu.cn/col/col1543/index.html
湖州师范学院,http://www.hutc.zj.cn,http://zsw.hutc.zj.cn/
大理大学,http://www.dali.edu.cn/,http://202.203.16.47/zjc/
国际关系学院,http://www.uir.cn,http://www.uir.cn/index.php?id=142
佳木斯大学,http://www.jmsu.org,http://zs.jmsu.cn/
成都学院,http://www.cdu.edu.cn,http://zhaosheng.cdu.edu.cn/
大连理工大学城市学院,http://city.dlut.edu.cn,http://cityzs.dlut.edu.cn/
黑龙江科技大学,http://www.usth.edu.cn,http://www.usth.edu.cn/admissions.jsp?urltype=tree
绵阳师范学院,http://www.mnu.cn/,http://zs.mnu.cn/index.aspx
安徽师范大学,http://www.ahnu.edu.cn,http://zsxx.ahnu.edu.cn/
徐州医科大学,http://www.xzmc.edu.cn,
莆田学院,http://www.ptu.edu.cn,http://202.101.111.195/zhaosheng/
湖南文理学院,http://www.huas.cn/,http://www.huaszj.cn/index_new.aspx
山东体育学院,http://www.sdpei.edu.cn,http://www.sdpei.edu.cn/?action-zhaosheng
内蒙古医科大学,http://www.immc.edu.cn,http://211.82.159.193/zsjy/ZS/Default.aspx
山东政法学院,http://www.sdupsl.edu.cn/,http://zs.sdupsl.edu.cn/
沈阳药科大学,http://www.syphu.edu.cn,http://zsjyc.syphu.edu.cn/
辽宁对外经贸学院,http://www.luibe.edu.cn,http://219.216.224.60/2012zsxx/zs/index.asp
青海大学,http://www.qhu.edu.cn/,http://xsc.qhu.edu.cn/list.jsp?urltype=tree.TreeTe
淮海工学院,http://www.hhit.edu.cn,http://zsxx.hhit.edu.cn/
北京师范大学珠海分校,http://www.bnuz.edu.cn,http://zsb.bnuz.edu.cn/
郑州航空工业管理学院,http://www.zzia.edu.cn,http://www.zzia.edu.cn/2008/admission/
太原科技大学,http://www.tyust.edu.cn,http://zsb.tyust.edu.cn/
沈阳农业大学,http://www.syau.edu.cn,http://zs.syau.edu.cn/
宁夏大学,http://www.nxu.edu.cn/,http://www.nxu.edu.cn/zsjy/sub_zsjy.asp
陕西中医药大学,http://zs.sntcm.edu.cn/,http://zs.sntcm.edu.cn/
吉林医药学院,http://www.jlmpc.cn,http://zs.jlmpc.cn/
海南医学院,http://www.hainmc.edu.cn/,http://210.37.79.13:8080/hyweb/index.jsp
云南民族大学,http://www.ynni.edu.cn/,http://zsb.ynni.edu.cn/index.html
沈阳工程学院,http://www.sie.edu.cn,http://zhaosheng.sie.edu.cn/
四川文理学院,http://zjc.sasu.cn,http://zjc.sasu.cn/
泰山医学院,http://www.tsmc.edu.cn,http://202.194.232.100:8010/zsxxw/
湖南涉外经济学院,http://www.hunaneu.com,http://zs.hieu.edu.cn/
辽东学院,http://www.ldxy.cn,http://www.ldxy.cn/zhaosheng/
中国人民解放军海军航空工程学院,,http://www.baidu.com/s?wd=中国人民解放军海军航空工程学院
北方民族大学,http://www.nwsni.edu.cn/,http://202.201.112.220/
湘南学院,http://www.xnu.edu.cn,http://www.xnu.edu.cn/zsc/Default.aspx
辽宁工业大学,http://www.lnut.edu.cn/,http://www.lnit.edu.cn/
中央司法警官学院,http://www.cicp.edu.cn,http://www.cicp.edu.cn/200506/column/360.htm
中国人民武装警察部队学院,http://www.wjxy.edu.cn,http://www.wjxy.edu.cn/zsxx/index.htm
中山大学南方学院,http://zsb.nfsysu.cn/,http://zsb.nfu.edu.cn/
东北大学秦皇岛分校,http://www.neuq.edu.cn,http://zs.neuq.edu.cn/
黑龙江中医药大学,http://www.hljucm.net,http://zsjy.hljucm.net/zs/default.asp
广东药科大学,http://www.gdpu.edu.cn,
湖北中医药大学,http://www.hbtcm.edu.cn,http://www.hbtcm.net/zs/Index.html
惠州学院,http://www.hzu.edu.cn,http://zs.hzu.edu.cn/
齐齐哈尔大学,http://www.qqhru.edu.cn,http://zs.qqhru.edu.cn/
桂林医学院,http://www.glmc.edu.cn,http://zsw.glmc.edu.cn/
贵州财经大学,http://www.gzife.edu.cn/,http://sw.gufe.edu.cn:8080/zhaosheng/index.zs
安徽农业大学,http://www.ahau.edu.cn,http://zsb.ahau.edu.cn/
文华学院,http://www.hustwenhua.net,http://zhaosheng.hustwenhua.net/
北京师范大学-香港浸会大学联合国际学院,http://uic.edu.hk/index.php,
岭南师范学院,http://www.zhjnc.edu.cn,http://zsjy.lingnan.edu.cn/zs/
江西科技学院,http://www.jxbsu.com,http://zsb.jxut.edu.cn/
新乡医学院,http://www.xxmu.edu.cn,http://www.xxmu.edu.cn/jwc/
江西中医药大学,http://www.jxtcmi.com,http://zjc.jxutcm.edu.cn/ZSystem/z.aspx
南昌理工学院,http://zsb.nclg.com.cn,http://zsb.nclg.com.cn/
南阳理工学院,http://www.nyist.edu.cn,http://zfb.nyist.edu.cn/zsk/
邵阳学院,http://www.hnsyu.net,http://zsjy.hnsyu.net/zhaosheng/index.asp
辽宁中医药大学,http://www.lnutcm.edu.cn,http://stu.lnutcm.edu.cn/
三明学院,http://www.smc.edu.cn,http://218.5.241.11:8040/
攀枝花学院,http://www.pzhu.edu.cn,http://zsw.pzhu.cn/
中国地质大学长城学院,http://www.cuggw.com,http://www.cuggw.com/gljg_dzjg/zhaosheng/index.htm
山东艺术学院,http://www.sdca.edu.cn,http://www.sdca.edu.cn/zsjy.html
遵义医学院,http://www.zmc.edu.cn/,http://www1.zmc.edu.cn/zzjg/stu-job/index04.asp
北京城市学院,http://www.bcu.edu.cn,http://rec.bcu.edu.cn/
西安外事学院,http://www.xaiu.edu.cn/,http://zsb.xaiu.edu.cn/Index.shtml
南昌工程学院,http://www.nit.edu.cn,http://envo.nit.jx.cn/Article/Index.asp
金陵科技学院,http://www.jit.edu.cn,http://jitzs.university-hr.com/
衡阳师范学院,http://www.hynu.cn,http://zs.hynu.cn/
德州学院,http://www.dzu.edu.cn,http://zsw.dzu.edu.cn/zsxx/
北京石油化工学院,http://www.bipt.edu.cn,http://zhaosheng.bipt.edu.cn/TrigAdmMS-bipt/trigcm
郑州轻工业学院,http://www.zzuli.edu.cn/,http://www.zzuli.edu.cn/s/12/t/403/p/102/c/6159/li
滨州医学院,http://www.bzmc.edu.cn,http://zb.bzmc.edu.cn/
广东白云学院,http://www.bvtc.edu.cn,http://www.bvtczsb.com/
上海电机学院,http://www.sdju.edu.cn,http://zhaosheng.sdju.edu.cn/
江苏警官学院,http://www.jspi.cn,http://part.jspi.cn/zsxx/
湖南第一师范学院,http://www.hnfnu.edu.cn,http://zhaosheng.hnfnu.edu.cn/index.asp
青岛滨海学院,http://www.binhaicollege.com,http://zsb.qdbhu.edu.cn/
西南林业大学,http://www.swfc.edu.cn/,http://zb.swfu.edu.cn/
新疆大学,http://www.xju.edu.cn/,http://www.xju.edu.cn/zsjy/index.htm
西安交通大学城市学院,http://www.xjtucc.cn/,http://zhaoban.xjtucc.cn/
西北师范大学,http://www.nwnu.edu.cn/,http://www.nwnu.edu.cn/cate.do?cate=0042
四川警察学院,http://www.scpolicec.edu.cn,http://www.scjyzsjy.com/index.html
贵州师范大学,http://www.gznu.edu.cn/,http://www.gznu.edu.cn/zsjy/bkzs.htm
吉林工商学院,http://www.jlbtc.edu.cn,http://jlbtczs.university-hr.com/
北京服装学院,http://www.bift.edu.cn/,http://bkzs.bift.edu.cn/
济宁医学院,http://www.jnmc.edu.cn,http://zhaosheng.jnmc.edu.cn/
广东石油化工学院,http://www.gdupt.edu.cn,http://zs.gdupt.edu.cn/
山西大同大学,http://www.sxdtdx.edu.cn,http://sxdtdxzs.university-hr.com/
湖南城市学院,http://www.hncu.net,http://zs.hncu.net/
山西农业大学,http://www.sxau.edu.cn,http://zsb.sxau.edu.cn/bkzs/sy.htm
广东技术师范学院,http://www.gdin.edu.cn,http://zsb.gdin.edu.cn/index.shtml
宜宾学院,http://www.yibinu.cn,http://zsw.yibinu.cn/?id=33&cid=33&pid=8
同济大学浙江学院,http://www.tjzj.edu.cn,http://www.tjzj.edu.cn/zhaosheng.php?pid=745&c
河北金融学院,http://www.hbcf.edu.cn,http://xsc.hbcf.edu.cn/xsc/
江西科技师范大学,http://www.jxstnu.cn/,http://zsjy.jxstnu.edu.cn/zjc/hb_zs/
韶关学院,http://www.sgu.edu.cn,http://zs.sgu.edu.cn/
南开大学滨海学院,http://binhai.nankai.edu.cn,http://222.30.63.2/
怀化学院,http://www.hhtc.edu.cn,http://zsb.hhtc.edu.cn//
喀什大学,http://www.kstc.edu.cn/,
成都理工大学工程技术学院,http://www.cdutetc.cn,http://zsb.cdutetc.cn/
四川大学锦江学院,http://www.scujj.com,http://zs.scujjedu.cn/index.aspx
常州工学院,http://www.czu.cn,http://zsw.czu.cn/
四川外国语大学成都学院,http://www.cisisu.edu.cn,http://zsb.cisisu.edu.cn/
天津农学院,http://www.tjau.edu.cn,http://zjb.tjau.edu.cn/zsw.htm
黑龙江八一农垦大学,http://www.hlau.cn,http://www1.hlau.cn/un/buchu/zhaosheng/
吉林警察学院,http://www.jljcxy.com,http://www.jljcxy.com/gkzs/index.jhtml
云南农业大学,http://www.ynau.edu.cn/,http://zjc.ynau.edu.cn/
武汉音乐学院,http://www.whcm.edu.cn,http://zsks.whcm.edu.cn/
北京农学院,http://www.bua.edu.cn,http://zsb.bua.edu.cn/
湖北师范大学,http://www.hbnu.edu.cn,
嘉应学院,http://www.jyu.edu.cn,http://admission.jyu.edu.cn/
大连财经学院,http://www.kingbridge.net,http://student.kingbridge.net/NewsClass.asp?BigCla
浙江大学宁波理工学院,http://www.nit.net.cn,http://zsw.nit.net.cn/
乐山师范学院,http://www.lstc.edu.cn,http://www.stuwin.net/zsb14/index.asp
南京晓庄学院,http://www.njxzc.edu.cn,http://zhaosheng.njxzc.edu.cn/
黑龙江工程学院,http://www.hljit.edu.cn,http://www2.hljit.edu.cn:8011/zsjy/
龙岩学院,http://www.lyun.edu.cn,http://zsw.lyun.edu.cn/
武夷学院,http://www.wuyiu.edu.cn,http://www.wuyiu.edu.cn/html/zsjy/
湖南工学院,http://www.hnpu.edu.cn,http://www.hnpu.edu.cn/zsjy/zs/
三江学院,http://www.sju.js.cn,http://zsb.sju.js.cn/
吉林化工学院,http://www.jlict.edu.cn,http://zsw.jlict.edu.cn
云南中医学院,http://www.ynutcm.edu.cn/,http://www.zsb.ynutcm.edu.cn/
上海杉达学院,http://www.sandau.edu.cn,http://www.sandau.edu.cn/s/8/main.htm
河南中医药大学,http://www.hactcm.edu.cn,
鞍山师范学院,http://www.asnc.edu.cn,http://202.199.249.136/zsw/index.asp
洛阳理工学院,http://www.lit.edu.cn/,http://zs.lit.edu.cn/
内蒙古民族大学,http://china.imun.edu.cn,http://zs.imun.edu.cn/
赣南医学院,http://www.gmu.cn,http://zs.gmu.cn/
信阳师范学院,http://www.xytc.edu.cn,http://210.43.24.25/zsjy/zhaosheng/
湖北民族学院,http://www.hbmy.edu.cn,http://www.hbmy.edu.cn/templet/zsxxw/index.html/
北京体育大学,http://www.bsu.edu.cn,http://zs.bsu.edu.cn/
浙江工商大学杭州商学院,http://hsy.zjgsu.edu.cn,http://hsy.zjgsu.edu.cn/zhaosheng/
赣南师范大学,http://www.gnnu.cn,
青岛理工大学琴岛学院,http://www.qdc.edu.cn,http://zsjy.qdc.edu.cn
西京学院,http://www.xijing.edu.cn/,http://zhaosh.xijing.edu.cn/
中国劳动关系学院,http://www.ciir.edu.cn,http://zs.ciir.edu.cn/
中原工学院,http://www.zzti.edu.cn,http://zsc.zzti.edu.cn/
海南热带海洋学院,http://www.qzu.edu.cn,http://zs.qzu.edu.cn/zhaoshengwang/
宜春学院,http://www.ycu.jx.cn,http://zsw.ycu.jx.cn/zsw/
南京信息工程大学滨江学院,http://www.bjxy.cn,http://www.bjxy.cn/(S(5r5unb55kyllgdrnky1nqe55))/D
浙江警察学院,http://www.zjjcxy.cn,http://jcxy.zjsgat.gov.cn/zsxxw/default.html
哈尔滨学院,http://www.hrbu.edu.cn,http://zsxx.hrbu.edu.cn/
盐城工学院,http://www.ycit.edu.cn,http://zjb.ycit.cn/
河南工程学院,http://www.haue.edu.cn,http://hauezs.university-hr.com/
宝鸡文理学院,http://www.bjwlxy.cn/,http://ein.bjwlxy.cn/
上海外国语大学贤达经济人文学院,http://www.xdsisu.edu.cn,http://zhaoban.xdsisu.edu.cn/
公安海警学院,http://www.hjgz.net,
西安培华学院,http://www.peihua.cn/,http://www.peihua.cn/zhaosheng/default.aspx
安徽建筑大学,http://www.aiai.edu.cn,http://www.ahjzu.edu.cn/s/58/main.htm
西藏大学,http://www.utibet.edu.cn/,http://www.utibet.edu.cn/news/article_0_38_0.html
佛山科学技术学院,http://www.fosu.edu.cn,http://www.fosu.edu.cn/jiaowu/jwcjwc/zsb/
河北农业大学,http://www.hebau.edu.cn,http://zhaosheng.hebau.edu.cn/
北京邮电大学世纪学院,http://www.ccbupt.cn,http://zhaoban.ccbupt.cn/zsxx/index.jhtml
四川工商学院,http://www.cdxy.edu.cn,http://www.csdcdxy.com/
北京信息科技大学,http://www.bistu.edu.cn,http://zhaosheng.bistu.edu.cn/
西安翻译学院,http://www.xfuedu.org/,http://zs.xafy.edu.cn/website/xfunews/index.aspx
北京印刷学院,http://www.bigc.edu.cn,http://zhaosheng.bigc.edu.cn/
洛阳师范学院,http://www.lynu.edu.cn,http://61.136.68.89/zs/
广东培正学院,http://www.peizheng.com.cn,http://zb.peizheng.net.cn/
北京工商大学嘉华学院,http://www.canvard.edu.cn,http://zs.canvard.edu.cn/
沈阳航空航天大学北方科技学院,http://nstc.sau.edu.cn,http://nstc.sau.edu.cn/zs/
西昌学院,http://www.xcc.sc.cn,http://zjc.xcc.sc.cn/
重庆大学城市科技学院,http://www.cqucc.com.cn/,http://portal.cqucc.com.cn:8005/zsb/default.html
武昌理工学院,http://www.znust.edu.cn,http://zs.wut.edu.cn/
北京吉利学院,http://www.bgu.edu.cn/,http://zs.bgu.edu.cn/
井冈山大学,http://www.jgsu.edu.cn,http://zs.jgsu.edu.cn/zsw/index.asp
长沙理工大学城南学院,http://www.csust.edu.cn/pub/cnxy/,http://www.csust.edu.cn/pub/zsw/
辽宁科技学院,http://www.lnist.edu.cn,http://zsjy.lnist.edu.cn/indexzs.asp
西安建筑科技大学华清学院,http://www.xauat-hqc.com/,http://www.xauat-hqc.com/index.php/zhaoshenggongzu
吉林大学珠海学院,http://www.jluzh.com,http://zsb.jluzh.com/
合肥学院,http://www.hfuu.edu.cn,http://www.hfuu.edu.cn/zs/
成都文理学院,http://www.cdcas.edu.cn/,http://zs.cdcas.edu.cn:8081/
东南大学成贤学院,http://cxxy.seu.edu.cn,http://zs.cxxy.seu.edu.cn/
厦门工学院,http://www.xit.edu.cn,http://www.xit.edu.cn/zsw/
广东警官学院,http://www.gdppla.edu.cn,http://zsb.gdppla.edu.cn/
长江师范学院,http://www.yznu.cn,http://zsb.yznu.cn/index.htm
常熟理工学院,http://www.cslg.cn,http://zsb.cslg.cn/
贵州医科大学,http://www.gmc.edu.cn/,http://zkb.gmc.edu.cn/index.php?m=content&c=in
玉林师范学院,http://www.ylsfxy.com/,http://www.ylnu.net/zsw/zs_index.asp
钦州学院,http://www.gxqzu.edu.cn,http://qzuzs.university-hr.cn/
肇庆学院,http://www.zqu.edu.cn,http://zsb.zqu.edu.cn/
河北科技师范学院,http://www.hevttc.edu.cn,http://www.hevttc.edu.cn/zhaosheng/
广东财经大学华商学院,http://www.gdhsc.edu.cn,http://www.gdhsc.edu.cn/?page_id=366
甘肃农业大学,http://www.gsau.edu.cn/,http://zjc.gsau.edu.cn/
甘肃政法学院,http://www.gsli.edu.cn/,http://web2.gsli.edu.cn/zsxx/
徐州工程学院,http://www.xzit.edu.cn,http://zjc.xzit.edu.cn/zhaosheng/
大连医科大学中山学院,http://www.dmuzs.edu.cn,http://www.dmuzs.edu.cn/zsxx/
山西师范大学,http://www.sxnu.edu.cn,http://zsb.sxnu.edu.cn/
安徽科技学院,http://www.ahstu.edu.cn,http://www.ahstu.edu.cn/zsw/
河南财经政法大学,http://www.huel.edu.cn,
福建警察学院,http://www.fjpsc.edu.cn,http://www.baidu.com/s?wd=福建警察学院
烟台大学文经学院,http://wenjing.ytu.edu.cn,http://wenjing.ytu.edu.cn/zhaosheng/
滨州学院,http://www.bzu.edu.cn,http://zs.bzu.edu.cn/
武汉华夏理工学院,http://www.1957.cn,
内江师范学院,http://www.njtc.edu.cn,http://njtczs.university-hr.cn/
武警工程大学,,
上海建桥学院,http://www.gench.edu.cn/,http://zsb.gench.edu.cn/
湖南人文科技学院,http://www.hnrku.net.cn,http://hnrkuzs.university-hr.cn/
武汉财经科技学院,http://www.whxy.net,
齐齐哈尔医学院,http://www.qqhrmu.cn,http://218.8.131.158/
昆明学院,http://www.kmu.edu.cn/,http://zs.kmu.edu.cn/
辽宁理工学院,http://www.bhuwlxy.edu.cn,http://www.lise.edu.cn/information/list?id=news_zs
咸阳师范学院,http://www.xysfxy.cn/,http://zsb.xync.edu.cn
山东警察学院,http://www.sdpc.edu.cn,http://www.sdpc.edu.cn/zsxx/default.asp
武汉科技大学城市学院,http://www.city.wust.edu.cn,http://city.whflfa.com/html/zhaoshengwang/index.ht
